,topic,tweet,tweet_stemmed
573,soda,@sakalsiz61 Soda iç 🙂,"['sakalsiz', 'soda', 'iç', '']"
575,soda,@finn_eth There are some companies making nootropic cocktails and @drinkperfy has a compelling soda product,"['finneth', 'compani', 'make', 'nootrop', 'cocktail', 'drinkperfi', 'compel', 'soda', 'product']"
594,soda,@ImagenRetro @fdbedout Será porque Gustavo Cerati fue el vocalista de Soda Estereo?,"['imagenretro', 'fdbedout', 'será', 'porqu', 'gustavo', 'cerati', 'fue', 'el', 'vocalista', 'de', 'soda', 'estereo']"
596,soda,It is where soda bottle shower curtain takes place. t.co/pTk4QVDw0Z,"['soda', 'bottl', 'shower', 'curtain', 'take', 'place', 'tcoptkqvdwz']"
605,soda,"8/31 @ Soda Bar – Jagged Baptist Club (@jaggedbaptistLA) w/ Dream Burglar, Nonexistent Night, DJ Lady Jane (@half_home) • 🎟: t.co/Sd5pTk5doh t.co/gFud0U4UiP","['', 'soda', 'bar', 'jag', 'baptist', 'club', 'jaggedbaptistla', 'w', 'dream', 'burglar', 'nonexist', 'night', 'dj', 'ladi', 'jane', 'halfhom', 'tcosdptkdoh', 'tcogfuduuip']"
613,soda,"@Loyaltys_Keeper he don’t drink ANY juice. no lemonade, no soda nothing 🤣","['loyaltyskeep', 'drink', 'juic', 'lemonad', 'soda', 'noth', '']"
627,soda,"@rc_with_soda
ご応募ありがとうございます❗️
残念ですが、はずれです😵

キャンペーンサイト🔽
t.co/fYw4dxVx84 t.co/MNB0DcrTOr","['rcwithsoda', 'ご応募ありがとうございます', '残念ですが', 'はずれです', 'キャンペーンサイト', 'tcofywdxvx', 'tcomnbdcrtor']"
630,soda,@makkariswift ok 1. shuri soda u have to be shitting me and 2. secret invasion omfg,"['makkariswift', 'ok', 'shuri', 'soda', 'u', 'shit', 'secret', 'invas', 'omfg']"
632,soda,I love flat soda.,"['love', 'flat', 'soda']"
636,soda,"Another sign of the end time(s)... #Sprite now comes in a clear bottle - #recycling #recycle #2022 #soda #humor @ Norfolk, Virginia t.co/FCPYXx8JyF","['anoth', 'sign', 'end', 'time', 'sprite', 'come', 'clear', 'bottl', 'recycl', 'recycl', 'soda', 'humor', 'norfolk', 'virginia', 'tcofcpyxxjyf']"
648,soda,"@kel_grayson Jude: Just nudge me if I snore over the melody. *jokes*
Becks: *brings out a platter of veggie kabobs and the cleaned clams and hands them to Jay before she heads over and lifts down her orange soda to Kaz* *scoots down in and finds a seat for her and Scott*
1/2","['kelgrayson', 'jude', 'nudg', 'snore', 'melodi', 'joke', 'beck', 'bring', 'platter', 'veggi', 'kabob', 'clean', 'clam', 'hand', 'jay', 'head', 'lift', 'orang', 'soda', 'kaz', 'scoot', 'find', 'seat', 'scott', '']"
651,soda,Sobreviví a este lunes a punta de Soda Stereo y alcohol… t.co/NZ87Y2KOCu,"['sobreviví', 'est', 'lune', 'punta', 'de', 'soda', 'stereo', 'alcohol', 'tconzykocu']"
657,soda,@siny_lo @marieeeme_soda 🤣🤣 Aljanna kay tiono amou fa,"['sinylo', 'marieeemesoda', 'aljanna', 'kay', 'tiono', 'amou', 'fa']"
660,soda,"I don't drink pop/soda really anymore, but I went to the store and saw it's going for 7.99 a 12 pack. That's crazy.","['dont', 'drink', 'popsoda', 'realli', 'anymor', 'went', 'store', 'saw', 'go', 'pack', 'that', 'crazi']"
662,soda,"i have a new startup where i sell something called ""Gay Soda"" and it's just unsweetened stone fruit slurry. Peaches, cherries, avocado, you name it. To gay people, that represents soda","['new', 'startup', 'sell', 'someth', 'call', 'gay', 'soda', 'unsweeten', 'stone', 'fruit', 'slurri', 'peach', 'cherri', 'avocado', 'name', 'gay', 'peopl', 'repres', 'soda']"
664,soda,@marieeeme_soda @siny_lo Ya kay japalé 🤭🤭,"['marieeemesoda', 'sinylo', 'ya', 'kay', 'japalé', '']"
667,soda,@HadjMadior @marieeeme_soda 😂 nagn supprimer dimanche rekk,"['hadjmadior', 'marieeemesoda', 'nagn', 'supprim', 'dimanch', 'rekk']"
671,soda,"La música murió, hace mínimo, 20 años. Crecí escuchando a The Beatles, Pink Floyd, Queen, Soda, Radiohead, Spinetta en todos sus colores, The Who, U2, Los Rolling, entre tantos otros...","['la', 'música', 'murió', 'hace', 'mínimo', 'año', 'crecí', 'escuchando', 'beatl', 'pink', 'floyd', 'queen', 'soda', 'radiohead', 'spinetta', 'en', 'todo', 'su', 'color', 'u', 'lo', 'roll', 'entr', 'tanto', 'otro']"
675,soda,@siny_lo @marieeeme_soda Yaw yay yéné manifestation biir aldjana 🤣🤣😏🤭🤭,"['sinylo', 'marieeemesoda', 'yaw', 'yay', 'yéné', 'manifest', 'biir', 'aldjana', '']"
676,soda,@rphlbruce Com uma pitada de soda cáustica,"['rphlbruce', 'com', 'uma', 'pitada', 'de', 'soda', 'cáustica']"
679,soda,"FYI: I got it at the Uwajimaya in Seattle! They also had Sailor Venus (mango flavored). 

Ocean Bomb is the name of the brand, not the soda itself - you can find more if you Google ""ocean bomb soda""","['fyi', 'got', 'uwajimaya', 'seattl', 'also', 'sailor', 'venu', 'mango', 'flavor', 'ocean', 'bomb', 'name', 'brand', 'soda', 'find', 'googl', 'ocean', 'bomb', 'soda']"
681,soda,"I’ve been doing a great job at NOT drinking soda but I HAVE to try this… 

Dream flavored? What does that even mean?!","['great', 'job', 'drink', 'soda', 'tri', 'dream', 'flavor', 'even', 'mean']"
687,soda,@Qwerty_Soda 👀,"['qwertysoda', '']"
693,soda,"Tem muito pouca crítica ao Bozo na entrevista do Ciro. Quase nada. Tem um monte de Lula isso e aquilo... E sobrou até pro FHC!

Na boa: tá soda!","['tem', 'muito', 'pouca', 'crítica', 'ao', 'bozo', 'na', 'entrevista', 'ciro', 'quas', 'nada', 'tem', 'um', 'mont', 'de', 'lula', 'isso', 'e', 'aquilo', 'e', 'sobrou', 'até', 'pro', 'fhc', 'na', 'boa', 'tá', 'soda']"
704,soda,"I haven't had real caffeine (outside soda) in 11 days. Since that night I vomited Rockstar. Just had some sort of caffeine and I feel balance...

Also, the Rockstar didn't make me chuck. It was bad pumpkin bread 🤮","['havent', 'real', 'caffein', 'outsid', 'soda', 'day', 'sinc', 'night', 'vomit', 'rockstar', 'sort', 'caffein', 'feel', 'balanc', 'also', 'rockstar', 'didnt', 'make', 'chuck', 'bad', 'pumpkin', 'bread', '']"
717,soda,"Just had my first soda in 3 months, very interesting t.co/rET8Mrxqhk","['first', 'soda', 'month', 'interest', 'tcoretmrxqhk']"
726,soda,Ahorita es buen momento para escuchar Soda Stereo ✨💫,"['ahorita', 'es', 'buen', 'momento', 'para', 'escuchar', 'soda', 'stereo', '']"
730,soda,I'm writing those fuckin' carpenter's kits up! And soda bottle we accept that challenge. t.co/CYMhDofftj,"['im', 'write', 'fuckin', 'carpent', 'kit', 'soda', 'bottl', 'accept', 'challeng', 'tcocymhdofftj']"
731,soda,"Casa Azul lanza Tequila Soda, un coctel enlatado - t.co/joHSKY5ebV","['casa', 'azul', 'lanza', 'tequila', 'soda', 'un', 'coctel', 'enlatado', 'tcojohskyebv']"
742,soda,Stop drinking soda &amp; see what happens 😊 Thank me Later,"['stop', 'drink', 'soda', 'amp', 'see', 'happen', 'thank', 'later']"
753,soda,@Full_of_Soda this is so ugly,"['fullofsoda', 'ugli']"
765,soda,"@Killer_Draco YOU COULD SIDE WITH THE COMPANY!?
AND ALL YOU GET OUT OF DESTROYING A TOWN IS SODA!?","['killerdraco', 'could', 'side', 'compani', 'get', 'destroy', 'town', 'soda']"
766,soda,"@IamKerriAnne @WhismanSucks After I saw the label, I realized that I’ve had it before. I think I liked it. I like a citrus soda.","['iamkerriann', 'whismansuck', 'saw', 'label', 'realiz', 'think', 'like', 'like', 'citru', 'soda']"
771,soda,@meDicen_Soda t.co/4arIrOFcG2,"['medicensoda', 'tcoarirofcg']"
774,soda,@bin_undercut jakdkdlflfk yo recién ahora estoy empezando con la vida adulta así q me lo tomo con soda,"['binundercut', 'jakdkdlflfk', 'yo', 'recién', 'ahora', 'estoy', 'empezando', 'con', 'la', 'vida', 'adulta', 'así', 'q', 'lo', 'tomo', 'con', 'soda']"
776,soda,Correct. My kids make fun of me if I buy name brand soda.,"['correct', 'kid', 'make', 'fun', 'buy', 'name', 'brand', 'soda']"
780,soda,"It's kind of amazing that the generic cola in the soda aisle is sold completely out, the brand name cola is not moving at all, and yet some Coca-Cola executive somewhere is still like ""$9 a twelve-pack, it will catch on, just wait"". Does no one get fired at these places","['kind', 'amaz', 'gener', 'cola', 'soda', 'aisl', 'sold', 'complet', 'brand', 'name', 'cola', 'move', 'yet', 'cocacola', 'execut', 'somewher', 'still', 'like', 'twelvepack', 'catch', 'wait', 'one', 'get', 'fire', 'place']"
788,soda,"@_mrn_soda_ 「ウワサのサンド求む引用ツイートキャンペーン」へのご応募ありがとうございます✨

抽選結果は動画の最後に発表📣
「ウワサの６個セット」が当たるチャンス❗

期間中毎日応募できます‼

▼詳細
t.co/Pl790txGBM t.co/NLai3kc8Na","['mrnsoda', 'ウワサのサンド求む引用ツイートキャンペーン', 'へのご応募ありがとうございます', '抽選結果は動画の最後に発表', 'ウワサの６個セット', 'が当たるチャンス', '期間中毎日応募できます', '詳細', 'tcopltxgbm', 'tconlaikcna']"
791,soda,@lorieliebig Soda is GOOD,"['lorieliebig', 'soda', 'good']"
802,soda,Deciding not to drink soda is one of the best decisions I made in my life,"['decid', 'drink', 'soda', 'one', 'best', 'decis', 'made', 'life']"
810,soda,@eatinglasvegas How have I never heard of this place? Do they carry Yogurt Soda? Because then I'd have another place not to buy it. 😉 t.co/jg4pemzNhI,"['eatinglasvega', 'never', 'heard', 'place', 'carri', 'yogurt', 'soda', 'id', 'anoth', 'place', 'buy', 'tcojgpemznhi']"
813,soda,I FORGOT WE WERE IN DISNEY SPRINGS . I ORDERED A SODA FOEGETTING HOW MUCH THEY CHARGE HELP,"['forgot', 'disney', 'spring', 'order', 'soda', 'foeget', 'much', 'charg', 'help']"
816,soda,"🎶 Might as well go for a soda 🎶 and ribs, sweet corn, beavertails and much more. Join us at Aurora’s Ribfest and enjoy the live show with @kimmitchellband at 9 p.m. See you there.  t.co/2pMztkLCqP t.co/Kp8yFGeDK1","['', 'might', 'well', 'go', 'soda', 'rib', 'sweet', 'corn', 'beavertail', 'much', 'join', 'us', 'aurora', 'ribfest', 'enjoy', 'live', 'show', 'kimmitchellband', 'pm', 'see', 'tcopmztklcqp', 'tcokpyfgedk']"
828,soda,"@agustingennoni el álbum negro de Metallica (le abrió la puerta a otros discos de metal que nunca hubiese escuchado), Dirt de Alice in Chains (me llevó a todo el grunge), Cuentos Decapitados de Catupecu, Dynammo de Soda y Parte de un Mal Sueño de Peces Raros (música electrónica)","['agustingennoni', 'el', 'álbum', 'negro', 'de', 'metallica', 'le', 'abrió', 'la', 'puerta', 'otro', 'disco', 'de', 'metal', 'que', 'nunca', 'hubies', 'escuchado', 'dirt', 'de', 'alic', 'chain', 'llevó', 'todo', 'el', 'grung', 'cuento', 'decapitado', 'de', 'catupecu', 'dynammo', 'de', 'soda', 'part', 'de', 'un', 'mal', 'sueño', 'de', 'pece', 'raro', 'música', 'electrónica']"
836,soda,"@el_luiis_12 Este debe ser de los mismos que hablaba de la estación de torturas en Baquedano, la Soda Cáustica en el guanaco, las violaciones en la comisarías y toda esa sarta de mentiras que se les ocurre para defender sus fracasadas ideas.","['elluii', 'est', 'debe', 'ser', 'de', 'lo', 'mismo', 'que', 'hablaba', 'de', 'la', 'estación', 'de', 'tortura', 'en', 'baquedano', 'la', 'soda', 'cáustica', 'en', 'el', 'guanaco', 'la', 'violacion', 'en', 'la', 'comisaría', 'toda', 'esa', 'sarta', 'de', 'mentira', 'que', 'se', 'le', 'ocurr', 'para', 'defend', 'su', 'fracasada', 'idea']"
846,soda,i put soda on the 🧱s ion be punching 🤷‍♂️,"['put', 'soda', 'ion', 'punch', '']"
847,soda,"COMO CHARLY GARCIA VA A CREAR SODA STEREO DIOS PEGATE UN TIRO

#ElUltimoPasajero","['como', 'charli', 'garcia', 'va', 'crear', 'soda', 'stereo', 'dio', 'pegat', 'un', 'tiro', 'elultimopasajero']"
857,soda,-rek apa bedanya susu soda dan soda gembira,"['rek', 'apa', 'bedanya', 'susu', 'soda', 'dan', 'soda', 'gembira']"
858,soda,"We were well hydrated back in the day, but it came in the form of koolaid, tang, apple juice, squeeze-its, capri sun, hi-c, soda, the garden hose etc.

Remove the added colors, sugar, and deteriorating plastic and it’s all just water.","['well', 'hydrat', 'back', 'day', 'came', 'form', 'koolaid', 'tang', 'appl', 'juic', 'squeezeit', 'capri', 'sun', 'hic', 'soda', 'garden', 'hose', 'etc', 'remov', 'ad', 'color', 'sugar', 'deterior', 'plastic', 'water']"
866,soda,@marianocaba 😵‍💫 soda cáustica,"['marianocaba', 'soda', 'cáustica']"
878,soda,...you mean your club soda #Blocked,"['mean', 'club', 'soda', 'block']"
882,soda,@redcream_soda 6人で食べたけど完食できなかったです😃,"['redcreamsoda', '人で食べたけど完食できなかったです', '']"
887,soda,@dbrodish63 Im in california we're soda people,"['dbrodish', 'im', 'california', 'soda', 'peopl']"
891,soda,"Price of just one salad and soda: $21. 

Hourly wage: $17.05. 

We are 1,000 airport food service workers, and we are ready to strike for fair wages.

#AirportStrikeAlert #sfo #1u t.co/INntL3iBPX","['price', 'one', 'salad', 'soda', 'hourli', 'wage', 'airport', 'food', 'servic', 'worker', 'readi', 'strike', 'fair', 'wage', 'airportstrikealert', 'sfo', 'u', 'tcoinntlibpx']"
892,soda,That soda-fizzing spell was a bit too stroOURHP-ng t.co/wHlvOGCVzm,"['sodafizz', 'spell', 'bit', 'stroourhpng', 'tcowhlvogcvzm']"
912,soda,@rellortnocon i will make these for me and mystery bf and i don't like it i can always give him mine and make more peach soda,"['rellortnocon', 'make', 'mysteri', 'bf', 'dont', 'like', 'alway', 'give', 'mine', 'make', 'peach', 'soda']"
917,soda,"11yo just remixed a dad joke I told her last week and made it new.

Original: What do you call a fish with a bowtie? Sofishticated.

Remix: What did the glass of water say to the can of soda? You are sofizzticated.","['yo', 'remix', 'dad', 'joke', 'told', 'last', 'week', 'made', 'new', 'origin', 'call', 'fish', 'bowti', 'sofisht', 'remix', 'glass', 'water', 'say', 'soda', 'sofizzt']"
919,soda,"【クーポン使用で1,429円☆期間限定！ソルティレモン残りわずか！ 】炭酸水 500ml 24本 送料無料 強炭酸 炭酸 無糖 ZAO SODA プレーン レモン ピンクグレープフルーツ 割り材 箱買い ライフドリンクカンパニー LIFEDRINK 熱中症対策 塩分 塩分補給 [楽天] t.co/QMliy9wYVr #RakutenIchiba t.co/jBNHGrco17","['', 'クーポン使用で円', '期間限定', 'ソルティレモン残りわずか', '炭酸水', 'ml', '本', '送料無料', '強炭酸', '炭酸', '無糖', 'zao', 'soda', 'プレーン', 'レモン', 'ピンクグレープフルーツ', '割り材', '箱買い', 'ライフドリンクカンパニー', 'lifedrink', '熱中症対策', '塩分', '塩分補給', '楽天', 'tcoqmliywyvr', 'rakutenichiba', 'tcojbnhgrco']"
923,soda,@IsiahaSaid It’s def soda/carbonated though,"['isiahasaid', 'def', 'sodacarbon', 'though']"
936,soda,"@fargosi Que desesperado estás tómalo con soda ,no quiero que te dé un bobazo ,con que me.voy a divertir!!!!!😱😱😱","['fargosi', 'que', 'desesperado', 'está', 'tómalo', 'con', 'soda', 'quiero', 'que', 'te', 'dé', 'un', 'bobazo', 'con', 'que', 'mevoy', 'divertir', '']"
937,soda,@ayano_soda 質問投稿されてからものの1時間で解決してるの最高ww男子寮はドマイナーじゃないよ！😂,"['ayanosoda', '質問投稿されてからものの時間で解決してるの最高ww男子寮はドマイナーじゃないよ', '']"
938,soda,"@TamePunk Correct take also Pork Soda, great album.","['tamepunk', 'correct', 'take', 'also', 'pork', 'soda', 'great', 'album']"
940,soda,"3 Khasiat Baking Soda untuk Kesehatan, Kamu Perlu Tahu t.co/Mqa1WxYCo7","['', 'khasiat', 'bake', 'soda', 'untuk', 'kesehatan', 'kamu', 'perlu', 'tahu', 'tcomqawxyco']"
946,soda,this is my petition for music venues to sell the bud light hard soda seltzers thank you,"['petit', 'music', 'venu', 'sell', 'bud', 'light', 'hard', 'soda', 'seltzer', 'thank']"
951,soda,I started drinking ice cold sparkling water when I crave soda and it’s actually working! I still drink soda occasionally but I was hella addicted. It’s a win win too because I usually hate water 😅,"['start', 'drink', 'ice', 'cold', 'sparkl', 'water', 'crave', 'soda', 'actual', 'work', 'still', 'drink', 'soda', 'occasion', 'hella', 'addict', 'win', 'win', 'usual', 'hate', 'water', '']"
957,soda,"@LetItMelo do people like this watch cartoons and marvel at the crushed soda can inbetweens and be like 'damn, this animation sucks' i STG","['letitmelo', 'peopl', 'like', 'watch', 'cartoon', 'marvel', 'crush', 'soda', 'inbetween', 'like', 'damn', 'anim', 'suck', 'stg']"
958,soda,"@rc_with_soda 
ご応募ありがとうございます♪9/7まで使える「対象のカップ飲料いずれか1本の20円引券」です→猿田彦珈琲 カフェラテ砂糖不使用/ウチカフェカフェオレ/カフェオレ砂糖不使用/ブラック無糖/エスプレッソ
クーポンの使い方:t.co/oN5urt2tmo #ローソン t.co/0FZRaLqp1R","['rcwithsoda', 'ご応募ありがとうございます', 'まで使える', '対象のカップ飲料いずれか本の円引券', 'です', '猿田彦珈琲', 'カフェラテ砂糖不使用ウチカフェカフェオレカフェオレ砂糖不使用ブラック無糖エスプレッソ', 'クーポンの使い方tcoonurttmo', 'ローソン', 'tcofzralqpr']"
962,soda,"31 años de ‘Té Para Tres’, la gran canción de Soda Stereo en la voz de Gustavo Cerati, como parte de su clásico disco ‘Canción Animal’: t.co/DpRmYICPOj t.co/xRek7ICaAE","['', 'año', 'de', 'té', 'para', 'tre', 'la', 'gran', 'canción', 'de', 'soda', 'stereo', 'en', 'la', 'voz', 'de', 'gustavo', 'cerati', 'como', 'part', 'de', 'su', 'clásico', 'disco', 'canción', 'anim', 'tcodprmyicpoj', 'tcoxrekicaa']"
963,soda,"@marieeeme_soda Dm ?
Dit oui ma teudalé akk bonne nouvelle sakh 🥺❤️🧑🏾‍🦯","['marieeemesoda', 'dm', 'dit', 'oui', 'teudalé', 'akk', 'bonn', 'nouvel', 'sakh', '']"
966,soda,"@apple_soda_half 
ご応募ありがとうございます♪9/7まで使える「対象のカップ飲料いずれか1本の20円引券」です→猿田彦珈琲 カフェラテ砂糖不使用/ウチカフェカフェオレ/カフェオレ砂糖不使用/ブラック無糖/エスプレッソ
クーポンの使い方:t.co/92AB0VyUtj #ローソン t.co/uDHRHxVAcr","['applesodahalf', 'ご応募ありがとうございます', 'まで使える', '対象のカップ飲料いずれか本の円引券', 'です', '猿田彦珈琲', 'カフェラテ砂糖不使用ウチカフェカフェオレカフェオレ砂糖不使用ブラック無糖エスプレッソ', 'クーポンの使い方tcoabvyutj', 'ローソン', 'tcoudhrhxvacr']"
