,topic,tweet,tweet_tokenized
461,soda,"@AugustinKeaton @tryTHINKING634 @DrumpfForJail @JosephMarsilio1 @carsonkrow I refuse to have a battle of wits with someone who's unarmed.  I'm done with you, have your mom bring you another diet soda and a hot pocket in your basement bedroom.  I'm sure just like a female you'll want the last word so go ahead and give it your best shot🤣🤣","['augustinkeaton', 'trythinking', 'drumpfforjail', 'josephmarsilio', 'carsonkrow', 'i', 'refuse', 'to', 'have', 'a', 'battle', 'of', 'wits', 'with', 'someone', 'whos', 'unarmed', 'im', 'done', 'with', 'you', 'have', 'your', 'mom', 'bring', 'you', 'another', 'diet', 'soda', 'and', 'a', 'hot', 'pocket', 'in', 'your', 'basement', 'bedroom', 'im', 'sure', 'just', 'like', 'a', 'female', 'youll', 'want', 'the', 'last', 'word', 'so', 'go', 'ahead', 'and', 'give', 'it', 'your', 'best', 'shot', '']"
467,soda,"She Sprinkles Baking Soda All Over Her Mattress. In A Matter of Minutes, This Is Unexpected t.co/CwdUxsaPlW","['she', 'sprinkles', 'baking', 'soda', 'all', 'over', 'her', 'mattress', 'in', 'a', 'matter', 'of', 'minutes', 'this', 'is', 'unexpected', 'tcocwduxsaplw']"
475,soda,@tashanreed I loved the Coliseum. I just wouldn’t recommend the food and would stay far away from the halftime hotdogs and make sure there were no dead rodents in the soda machine.,"['tashanreed', 'i', 'loved', 'the', 'coliseum', 'i', 'just', 'wouldn', 't', 'recommend', 'the', 'food', 'and', 'would', 'stay', 'far', 'away', 'from', 'the', 'halftime', 'hotdogs', 'and', 'make', 'sure', 'there', 'were', 'no', 'dead', 'rodents', 'in', 'the', 'soda', 'machine']"
481,soda,@sodamoveon aaaaa ka soda thankyouuuu! 🫶🏻,"['sodamoveon', 'aaaaa', 'ka', 'soda', 'thankyouuuu', '']"
490,soda,listening to danger days is like when you drink a soda and it’s so fizzy it burns ur throat,"['listening', 'to', 'danger', 'days', 'is', 'like', 'when', 'you', 'drink', 'a', 'soda', 'and', 'it', 's', 'so', 'fizzy', 'it', 'burns', 'ur', 'throat']"
492,soda,@YaBoiShagNasty SODA,"['yaboishagnasty', 'soda']"
499,soda,"I gangster of crime you'll find him in church. All vases tapped, Colonel. This is a soda bottle scene. t.co/6KfOYUQRWV","['i', 'gangster', 'of', 'crime', 'youll', 'find', 'him', 'in', 'church', 'all', 'vases', 'tapped', 'colonel', 'this', 'is', 'a', 'soda', 'bottle', 'scene', 'tcokfoyuqrwv']"
502,soda,"@want__soda 
ご応募ありがとうございます！
8/24まで使える「ウチカフェチルドカップ飲料各種20円引券」を差し上げます※「UC:ウチカフェ」ロゴが目印です。「NL:ナチュラルローソン」ロゴの商品は対象外。
クーポンの使い方:t.co/lJuLMYCOyO #ローソン t.co/9QX7qMfXul","['wantsoda', 'ご応募ありがとうございます', 'まで使える', 'ウチカフェチルドカップ飲料各種円引券', 'を差し上げます', 'ucウチカフェ', 'ロゴが目印です', 'nlナチュラルローソン', 'ロゴの商品は対象外', 'クーポンの使い方tcoljulmycoyo', 'ローソン', 'tcoqxqmfxul']"
513,soda,"I don’t drink much soda, but when I do, it’s ginger ale.","['i', 'don', 't', 'drink', 'much', 'soda', 'but', 'when', 'i', 'do', 'it', 's', 'ginger', 'ale']"
519,soda,@Thesixler [opens door to soda vault],"['thesixler', 'opens', 'door', 'to', 'soda', 'vault']"
521,soda,@sundownmotel And I’m alllll outta soda (I’m not),"['sundownmotel', 'and', 'i', 'm', 'alllll', 'outta', 'soda', 'i', 'm', 'not']"
523,soda,"@sundownmotel Nah I’ll just go there in a bit, basically all I do is drive places and buy soda","['sundownmotel', 'nah', 'i', 'll', 'just', 'go', 'there', 'in', 'a', 'bit', 'basically', 'all', 'i', 'do', 'is', 'drive', 'places', 'and', 'buy', 'soda']"
529,soda,"Obviously, Baja Blast is the exception to this. They can't exactly just come out and admit that it's estradiol soda.","['obviously', 'baja', 'blast', 'is', 'the', 'exception', 'to', 'this', 'they', 'cant', 'exactly', 'just', 'come', 'out', 'and', 'admit', 'that', 'its', 'estradiol', 'soda']"
534,soda,@elsoda @LicFERB @somoscorta @mauriciomacri Soy viudo soda,"['elsoda', 'licferb', 'somoscorta', 'mauriciomacri', 'soy', 'viudo', 'soda']"
538,soda,@tellenby Caustic soda is a faster way I believe,"['tellenby', 'caustic', 'soda', 'is', 'a', 'faster', 'way', 'i', 'believe']"
545,soda,@BoonBroAus Bourbon and soda.,"['boonbroaus', 'bourbon', 'and', 'soda']"
546,soda,@SODA_UYU 너무이쁜!,"['sodauyu', '너무이쁜']"
552,soda,@_codeinedreams Coulda been a soda 💚,"['codeinedreams', 'coulda', 'been', 'a', 'soda', '']"
560,soda,"Chapman 
Ginger beer
Tequila soda","['chapman', 'ginger', 'beer', 'tequila', 'soda']"
566,soda,"Que cosa hermosa el primer recital. La emoción, sentir que está pasando algo que te va a cambiar la vida. Mi primer show fue Soda Stereo en el Gran Rex, el domingo 16 de junio de 1991 ¿Cuál fue el tuyo?","['que', 'cosa', 'hermosa', 'el', 'primer', 'recital', 'la', 'emoción', 'sentir', 'que', 'está', 'pasando', 'algo', 'que', 'te', 'va', 'a', 'cambiar', 'la', 'vida', 'mi', 'primer', 'show', 'fue', 'soda', 'stereo', 'en', 'el', 'gran', 'rex', 'el', 'domingo', 'de', 'junio', 'de', 'cuál', 'fue', 'el', 'tuyo']"
573,soda,@sakalsiz61 Soda iç 🙂,"['sakalsiz', 'soda', 'iç', '']"
575,soda,@finn_eth There are some companies making nootropic cocktails and @drinkperfy has a compelling soda product,"['finneth', 'there', 'are', 'some', 'companies', 'making', 'nootropic', 'cocktails', 'and', 'drinkperfy', 'has', 'a', 'compelling', 'soda', 'product']"
594,soda,@ImagenRetro @fdbedout Será porque Gustavo Cerati fue el vocalista de Soda Estereo?,"['imagenretro', 'fdbedout', 'será', 'porque', 'gustavo', 'cerati', 'fue', 'el', 'vocalista', 'de', 'soda', 'estereo']"
596,soda,It is where soda bottle shower curtain takes place. t.co/pTk4QVDw0Z,"['it', 'is', 'where', 'soda', 'bottle', 'shower', 'curtain', 'takes', 'place', 'tcoptkqvdwz']"
605,soda,"8/31 @ Soda Bar – Jagged Baptist Club (@jaggedbaptistLA) w/ Dream Burglar, Nonexistent Night, DJ Lady Jane (@half_home) • 🎟: t.co/Sd5pTk5doh t.co/gFud0U4UiP","['', 'soda', 'bar', 'jagged', 'baptist', 'club', 'jaggedbaptistla', 'w', 'dream', 'burglar', 'nonexistent', 'night', 'dj', 'lady', 'jane', 'halfhome', 'tcosdptkdoh', 'tcogfuduuip']"
613,soda,"@Loyaltys_Keeper he don’t drink ANY juice. no lemonade, no soda nothing 🤣","['loyaltyskeeper', 'he', 'don', 't', 'drink', 'any', 'juice', 'no', 'lemonade', 'no', 'soda', 'nothing', '']"
627,soda,"@rc_with_soda
ご応募ありがとうございます❗️
残念ですが、はずれです😵

キャンペーンサイト🔽
t.co/fYw4dxVx84 t.co/MNB0DcrTOr","['rcwithsoda', 'ご応募ありがとうございます', '残念ですが', 'はずれです', 'キャンペーンサイト', 'tcofywdxvx', 'tcomnbdcrtor']"
630,soda,@makkariswift ok 1. shuri soda u have to be shitting me and 2. secret invasion omfg,"['makkariswift', 'ok', 'shuri', 'soda', 'u', 'have', 'to', 'be', 'shitting', 'me', 'and', 'secret', 'invasion', 'omfg']"
632,soda,I love flat soda.,"['i', 'love', 'flat', 'soda']"
636,soda,"Another sign of the end time(s)... #Sprite now comes in a clear bottle - #recycling #recycle #2022 #soda #humor @ Norfolk, Virginia t.co/FCPYXx8JyF","['another', 'sign', 'of', 'the', 'end', 'times', 'sprite', 'now', 'comes', 'in', 'a', 'clear', 'bottle', 'recycling', 'recycle', 'soda', 'humor', 'norfolk', 'virginia', 'tcofcpyxxjyf']"
648,soda,"@kel_grayson Jude: Just nudge me if I snore over the melody. *jokes*
Becks: *brings out a platter of veggie kabobs and the cleaned clams and hands them to Jay before she heads over and lifts down her orange soda to Kaz* *scoots down in and finds a seat for her and Scott*
1/2","['kelgrayson', 'jude', 'just', 'nudge', 'me', 'if', 'i', 'snore', 'over', 'the', 'melody', 'jokes', 'becks', 'brings', 'out', 'a', 'platter', 'of', 'veggie', 'kabobs', 'and', 'the', 'cleaned', 'clams', 'and', 'hands', 'them', 'to', 'jay', 'before', 'she', 'heads', 'over', 'and', 'lifts', 'down', 'her', 'orange', 'soda', 'to', 'kaz', 'scoots', 'down', 'in', 'and', 'finds', 'a', 'seat', 'for', 'her', 'and', 'scott', '']"
651,soda,Sobreviví a este lunes a punta de Soda Stereo y alcohol… t.co/NZ87Y2KOCu,"['sobreviví', 'a', 'este', 'lunes', 'a', 'punta', 'de', 'soda', 'stereo', 'y', 'alcohol', 'tconzykocu']"
657,soda,@siny_lo @marieeeme_soda 🤣🤣 Aljanna kay tiono amou fa,"['sinylo', 'marieeemesoda', 'aljanna', 'kay', 'tiono', 'amou', 'fa']"
660,soda,"I don't drink pop/soda really anymore, but I went to the store and saw it's going for 7.99 a 12 pack. That's crazy.","['i', 'dont', 'drink', 'popsoda', 'really', 'anymore', 'but', 'i', 'went', 'to', 'the', 'store', 'and', 'saw', 'its', 'going', 'for', 'a', 'pack', 'thats', 'crazy']"
662,soda,"i have a new startup where i sell something called ""Gay Soda"" and it's just unsweetened stone fruit slurry. Peaches, cherries, avocado, you name it. To gay people, that represents soda","['i', 'have', 'a', 'new', 'startup', 'where', 'i', 'sell', 'something', 'called', 'gay', 'soda', 'and', 'its', 'just', 'unsweetened', 'stone', 'fruit', 'slurry', 'peaches', 'cherries', 'avocado', 'you', 'name', 'it', 'to', 'gay', 'people', 'that', 'represents', 'soda']"
664,soda,@marieeeme_soda @siny_lo Ya kay japalé 🤭🤭,"['marieeemesoda', 'sinylo', 'ya', 'kay', 'japalé', '']"
667,soda,@HadjMadior @marieeeme_soda 😂 nagn supprimer dimanche rekk,"['hadjmadior', 'marieeemesoda', 'nagn', 'supprimer', 'dimanche', 'rekk']"
671,soda,"La música murió, hace mínimo, 20 años. Crecí escuchando a The Beatles, Pink Floyd, Queen, Soda, Radiohead, Spinetta en todos sus colores, The Who, U2, Los Rolling, entre tantos otros...","['la', 'música', 'murió', 'hace', 'mínimo', 'años', 'crecí', 'escuchando', 'a', 'the', 'beatles', 'pink', 'floyd', 'queen', 'soda', 'radiohead', 'spinetta', 'en', 'todos', 'sus', 'colores', 'the', 'who', 'u', 'los', 'rolling', 'entre', 'tantos', 'otros']"
675,soda,@siny_lo @marieeeme_soda Yaw yay yéné manifestation biir aldjana 🤣🤣😏🤭🤭,"['sinylo', 'marieeemesoda', 'yaw', 'yay', 'yéné', 'manifestation', 'biir', 'aldjana', '']"
676,soda,@rphlbruce Com uma pitada de soda cáustica,"['rphlbruce', 'com', 'uma', 'pitada', 'de', 'soda', 'cáustica']"
679,soda,"FYI: I got it at the Uwajimaya in Seattle! They also had Sailor Venus (mango flavored). 

Ocean Bomb is the name of the brand, not the soda itself - you can find more if you Google ""ocean bomb soda""","['fyi', 'i', 'got', 'it', 'at', 'the', 'uwajimaya', 'in', 'seattle', 'they', 'also', 'had', 'sailor', 'venus', 'mango', 'flavored', 'ocean', 'bomb', 'is', 'the', 'name', 'of', 'the', 'brand', 'not', 'the', 'soda', 'itself', 'you', 'can', 'find', 'more', 'if', 'you', 'google', 'ocean', 'bomb', 'soda']"
681,soda,"I’ve been doing a great job at NOT drinking soda but I HAVE to try this… 

Dream flavored? What does that even mean?!","['i', 've', 'been', 'doing', 'a', 'great', 'job', 'at', 'not', 'drinking', 'soda', 'but', 'i', 'have', 'to', 'try', 'this', 'dream', 'flavored', 'what', 'does', 'that', 'even', 'mean']"
687,soda,@Qwerty_Soda 👀,"['qwertysoda', '']"
693,soda,"Tem muito pouca crítica ao Bozo na entrevista do Ciro. Quase nada. Tem um monte de Lula isso e aquilo... E sobrou até pro FHC!

Na boa: tá soda!","['tem', 'muito', 'pouca', 'crítica', 'ao', 'bozo', 'na', 'entrevista', 'do', 'ciro', 'quase', 'nada', 'tem', 'um', 'monte', 'de', 'lula', 'isso', 'e', 'aquilo', 'e', 'sobrou', 'até', 'pro', 'fhc', 'na', 'boa', 'tá', 'soda']"
704,soda,"I haven't had real caffeine (outside soda) in 11 days. Since that night I vomited Rockstar. Just had some sort of caffeine and I feel balance...

Also, the Rockstar didn't make me chuck. It was bad pumpkin bread 🤮","['i', 'havent', 'had', 'real', 'caffeine', 'outside', 'soda', 'in', 'days', 'since', 'that', 'night', 'i', 'vomited', 'rockstar', 'just', 'had', 'some', 'sort', 'of', 'caffeine', 'and', 'i', 'feel', 'balance', 'also', 'the', 'rockstar', 'didnt', 'make', 'me', 'chuck', 'it', 'was', 'bad', 'pumpkin', 'bread', '']"
717,soda,"Just had my first soda in 3 months, very interesting t.co/rET8Mrxqhk","['just', 'had', 'my', 'first', 'soda', 'in', 'months', 'very', 'interesting', 'tcoretmrxqhk']"
726,soda,Ahorita es buen momento para escuchar Soda Stereo ✨💫,"['ahorita', 'es', 'buen', 'momento', 'para', 'escuchar', 'soda', 'stereo', '']"
730,soda,I'm writing those fuckin' carpenter's kits up! And soda bottle we accept that challenge. t.co/CYMhDofftj,"['im', 'writing', 'those', 'fuckin', 'carpenters', 'kits', 'up', 'and', 'soda', 'bottle', 'we', 'accept', 'that', 'challenge', 'tcocymhdofftj']"
731,soda,"Casa Azul lanza Tequila Soda, un coctel enlatado - t.co/joHSKY5ebV","['casa', 'azul', 'lanza', 'tequila', 'soda', 'un', 'coctel', 'enlatado', 'tcojohskyebv']"
742,soda,Stop drinking soda &amp; see what happens 😊 Thank me Later,"['stop', 'drinking', 'soda', 'amp', 'see', 'what', 'happens', 'thank', 'me', 'later']"
753,soda,@Full_of_Soda this is so ugly,"['fullofsoda', 'this', 'is', 'so', 'ugly']"
765,soda,"@Killer_Draco YOU COULD SIDE WITH THE COMPANY!?
AND ALL YOU GET OUT OF DESTROYING A TOWN IS SODA!?","['killerdraco', 'you', 'could', 'side', 'with', 'the', 'company', 'and', 'all', 'you', 'get', 'out', 'of', 'destroying', 'a', 'town', 'is', 'soda']"
766,soda,"@IamKerriAnne @WhismanSucks After I saw the label, I realized that I’ve had it before. I think I liked it. I like a citrus soda.","['iamkerrianne', 'whismansucks', 'after', 'i', 'saw', 'the', 'label', 'i', 'realized', 'that', 'i', 've', 'had', 'it', 'before', 'i', 'think', 'i', 'liked', 'it', 'i', 'like', 'a', 'citrus', 'soda']"
771,soda,@meDicen_Soda t.co/4arIrOFcG2,"['medicensoda', 'tcoarirofcg']"
774,soda,@bin_undercut jakdkdlflfk yo recién ahora estoy empezando con la vida adulta así q me lo tomo con soda,"['binundercut', 'jakdkdlflfk', 'yo', 'recién', 'ahora', 'estoy', 'empezando', 'con', 'la', 'vida', 'adulta', 'así', 'q', 'me', 'lo', 'tomo', 'con', 'soda']"
776,soda,Correct. My kids make fun of me if I buy name brand soda.,"['correct', 'my', 'kids', 'make', 'fun', 'of', 'me', 'if', 'i', 'buy', 'name', 'brand', 'soda']"
780,soda,"It's kind of amazing that the generic cola in the soda aisle is sold completely out, the brand name cola is not moving at all, and yet some Coca-Cola executive somewhere is still like ""$9 a twelve-pack, it will catch on, just wait"". Does no one get fired at these places","['its', 'kind', 'of', 'amazing', 'that', 'the', 'generic', 'cola', 'in', 'the', 'soda', 'aisle', 'is', 'sold', 'completely', 'out', 'the', 'brand', 'name', 'cola', 'is', 'not', 'moving', 'at', 'all', 'and', 'yet', 'some', 'cocacola', 'executive', 'somewhere', 'is', 'still', 'like', 'a', 'twelvepack', 'it', 'will', 'catch', 'on', 'just', 'wait', 'does', 'no', 'one', 'get', 'fired', 'at', 'these', 'places']"
788,soda,"@_mrn_soda_ 「ウワサのサンド求む引用ツイートキャンペーン」へのご応募ありがとうございます✨

抽選結果は動画の最後に発表📣
「ウワサの６個セット」が当たるチャンス❗

期間中毎日応募できます‼

▼詳細
t.co/Pl790txGBM t.co/NLai3kc8Na","['mrnsoda', 'ウワサのサンド求む引用ツイートキャンペーン', 'へのご応募ありがとうございます', '抽選結果は動画の最後に発表', 'ウワサの６個セット', 'が当たるチャンス', '期間中毎日応募できます', '詳細', 'tcopltxgbm', 'tconlaikcna']"
791,soda,@lorieliebig Soda is GOOD,"['lorieliebig', 'soda', 'is', 'good']"
802,soda,Deciding not to drink soda is one of the best decisions I made in my life,"['deciding', 'not', 'to', 'drink', 'soda', 'is', 'one', 'of', 'the', 'best', 'decisions', 'i', 'made', 'in', 'my', 'life']"
810,soda,@eatinglasvegas How have I never heard of this place? Do they carry Yogurt Soda? Because then I'd have another place not to buy it. 😉 t.co/jg4pemzNhI,"['eatinglasvegas', 'how', 'have', 'i', 'never', 'heard', 'of', 'this', 'place', 'do', 'they', 'carry', 'yogurt', 'soda', 'because', 'then', 'id', 'have', 'another', 'place', 'not', 'to', 'buy', 'it', 'tcojgpemznhi']"
813,soda,I FORGOT WE WERE IN DISNEY SPRINGS . I ORDERED A SODA FOEGETTING HOW MUCH THEY CHARGE HELP,"['i', 'forgot', 'we', 'were', 'in', 'disney', 'springs', 'i', 'ordered', 'a', 'soda', 'foegetting', 'how', 'much', 'they', 'charge', 'help']"
816,soda,"🎶 Might as well go for a soda 🎶 and ribs, sweet corn, beavertails and much more. Join us at Aurora’s Ribfest and enjoy the live show with @kimmitchellband at 9 p.m. See you there.  t.co/2pMztkLCqP t.co/Kp8yFGeDK1","['', 'might', 'as', 'well', 'go', 'for', 'a', 'soda', 'and', 'ribs', 'sweet', 'corn', 'beavertails', 'and', 'much', 'more', 'join', 'us', 'at', 'aurora', 's', 'ribfest', 'and', 'enjoy', 'the', 'live', 'show', 'with', 'kimmitchellband', 'at', 'pm', 'see', 'you', 'there', 'tcopmztklcqp', 'tcokpyfgedk']"
828,soda,"@agustingennoni el álbum negro de Metallica (le abrió la puerta a otros discos de metal que nunca hubiese escuchado), Dirt de Alice in Chains (me llevó a todo el grunge), Cuentos Decapitados de Catupecu, Dynammo de Soda y Parte de un Mal Sueño de Peces Raros (música electrónica)","['agustingennoni', 'el', 'álbum', 'negro', 'de', 'metallica', 'le', 'abrió', 'la', 'puerta', 'a', 'otros', 'discos', 'de', 'metal', 'que', 'nunca', 'hubiese', 'escuchado', 'dirt', 'de', 'alice', 'in', 'chains', 'me', 'llevó', 'a', 'todo', 'el', 'grunge', 'cuentos', 'decapitados', 'de', 'catupecu', 'dynammo', 'de', 'soda', 'y', 'parte', 'de', 'un', 'mal', 'sueño', 'de', 'peces', 'raros', 'música', 'electrónica']"
836,soda,"@el_luiis_12 Este debe ser de los mismos que hablaba de la estación de torturas en Baquedano, la Soda Cáustica en el guanaco, las violaciones en la comisarías y toda esa sarta de mentiras que se les ocurre para defender sus fracasadas ideas.","['elluiis', 'este', 'debe', 'ser', 'de', 'los', 'mismos', 'que', 'hablaba', 'de', 'la', 'estación', 'de', 'torturas', 'en', 'baquedano', 'la', 'soda', 'cáustica', 'en', 'el', 'guanaco', 'las', 'violaciones', 'en', 'la', 'comisarías', 'y', 'toda', 'esa', 'sarta', 'de', 'mentiras', 'que', 'se', 'les', 'ocurre', 'para', 'defender', 'sus', 'fracasadas', 'ideas']"
846,soda,i put soda on the 🧱s ion be punching 🤷‍♂️,"['i', 'put', 'soda', 'on', 'the', 's', 'ion', 'be', 'punching', '']"
847,soda,"COMO CHARLY GARCIA VA A CREAR SODA STEREO DIOS PEGATE UN TIRO

#ElUltimoPasajero","['como', 'charly', 'garcia', 'va', 'a', 'crear', 'soda', 'stereo', 'dios', 'pegate', 'un', 'tiro', 'elultimopasajero']"
